Startup,Industry,SubVertical,City,Investors,InvestmentType,InvestmentAmount_USD,Date,Year,Quarter
UrbanDrive,Media,Social,Chennai,Lightspeed India,Seed,172000,2020-08-06,2020,3
SkillSolutions,Logistics,Fleet Management,Bengaluru,Info Edge,Series A,8795000,2022-02-06,2022,1
SkillSolutions,Logistics,Fleet Management,Bengaluru,Peak XV,Series A,8795000,2022-02-06,2022,1
SkillSolutions,Logistics,Fleet Management,Bengaluru,SoftBank Vision Fund,Series A,8795000,2022-02-06,2022,1
LogiMart,Retail,E-Retail,Pune,Sequoia Capital India,Series A,1013000,2022-01-23,2022,1
GreenMart,RealEstate,PropTech,Gurugram,Ribbit Capital,Seed,171000,2022-02-26,2022,1
ShareChat,Retail,Fashion,Mumbai,Kalaari Capital,Series A,2940000,2021-04-29,2021,2
ShareChat,Retail,Fashion,Mumbai,LCatterton,Series A,2940000,2021-04-29,2021,2
DriveFit,Logistics,Supply Chain,Mumbai,Elevation Capital,Angel,25000,2024-03-29,2024,1
BharatPe,Consumer Electronics,Smart Home,Pune,IFC,Growth,566555000,2024-04-19,2024,2
BharatPe,Consumer Electronics,Smart Home,Pune,Kalaari Capital,Growth,566555000,2024-04-19,2024,2
BharatPe,Consumer Electronics,Smart Home,Pune,Sequoia Capital India,Growth,566555000,2024-04-19,2024,2
NeoLabs,FoodTech,Food Delivery,Chennai,Zodius Capital,Growth,124717000,2024-08-06,2024,3
Swiggy,Mobility,Ride Sharing,Pune,Info Edge,Pre-Series A,222000,2024-02-02,2024,1
Swiggy,Mobility,Ride Sharing,Pune,Ventures India,Pre-Series A,222000,2024-02-02,2024,1
ClearTax,Retail,E-Retail,Delhi,Kalaari Capital,Series B,38638000,2024-06-08,2024,2
ClearTax,Retail,E-Retail,Delhi,Nexus Venture Partners,Series B,38638000,2024-06-08,2024,2
ClearTax,Retail,E-Retail,Delhi,Ribbit Capital,Series B,38638000,2024-06-08,2024,2
HyperLabs,E-commerce,Marketplace,Gurugram,IFC,Series A,3403000,2025-06-08,2025,2
HyperLabs,E-commerce,Marketplace,Gurugram,Prosus Ventures,Series A,3403000,2025-06-08,2025,2
HyperLabs,E-commerce,Marketplace,Gurugram,Ventures India,Series A,3403000,2025-06-08,2025,2
FoodLoop,Enterprise,Automation,Delhi,Bessemer Venture Partners,Seed,114000,2023-11-08,2023,4
FoodLoop,Enterprise,Automation,Delhi,Zodius Capital,Seed,114000,2023-11-08,2023,4
BlueRise,SaaS,DevTools,Chennai,Lightspeed India,Growth,165015000,2025-04-18,2025,2
BlueRise,SaaS,DevTools,Chennai,Peak XV,Growth,165015000,2025-04-18,2025,2
HomeFoods,Consumer Electronics,Audio,Hyderabad,Kalaari Capital,Series B,7389000,2020-12-11,2020,4
DriveLoop,HealthTech,Telemedicine,Pune,Sequoia Capital India,Seed,96000,2023-03-07,2023,1
DriveEdge,Consumer Electronics,Smart Home,Kolkata,Blume Ventures,Seed,314000,2024-01-01,2024,1
NextStack,Consumer Electronics,Wearables,Delhi,Lightspeed India,Series A,3110000,2021-02-27,2021,1
NextStack,Consumer Electronics,Wearables,Delhi,Zodius Capital,Series A,3110000,2021-02-27,2021,1
FinFoods,FoodTech,Cloud Kitchen,Bengaluru,Ribbit Capital,Seed,1461000,2021-06-20,2021,2
LogiMart,RealEstate,Rental Tech,Kolkata,IFC,Seed,190000,2022-08-18,2022,3
AutoMart,Media,Content,Chennai,Accel,Series B,25007000,2021-06-08,2021,2
HealthWorks_839,EdTech,Coding Bootcamp,Pune,Omidyar Network,Debt,5087000,2025-04-07,2025,2
HealthWorks_839,EdTech,Coding Bootcamp,Pune,Tiger Global,Debt,5087000,2025-04-07,2025,2
HealthWorks_839,EdTech,Coding Bootcamp,Pune,Ventures India,Debt,5087000,2025-04-07,2025,2
FarmFit_840,Mobility,Micro Mobility,Chennai,A91 Partners,Seed,52000,2022-03-19,2022,1
FarmFit_840,Mobility,Micro Mobility,Chennai,Tiger Global,Seed,52000,2022-03-19,2022,1
FarmFit_840,Mobility,Micro Mobility,Chennai,Y Combinator,Seed,52000,2022-03-19,2022,1
EduTech,Mobility,EV,Pune,SoftBank Vision Fund,Growth,288051000,2020-09-27,2020,3
Paytm,HealthTech,Pharmacy,Mumbai,Mirae Asset,Seed,96000,2025-06-27,2025,2
QuantumSolutions,FoodTech,Food Delivery,Hyderabad,Falcon Edge,Series A,13499000,2024-04-08,2024,2
DriveEdge,SaaS,MarTech,Delhi,Blume Ventures,Series A,1496000,2025-03-05,2025,1
DriveEdge,SaaS,MarTech,Delhi,Info Edge,Series A,1496000,2025-03-05,2025,1
DriveEdge,SaaS,MarTech,Delhi,Ribbit Capital,Series A,1496000,2025-03-05,2025,1
Udaan,EdTech,K12,Bengaluru,LCatterton,Series A,3074000,2020-11-30,2020,4
Udaan,EdTech,K12,Bengaluru,Mirae Asset,Series A,3074000,2020-11-30,2020,4
Udaan,EdTech,K12,Bengaluru,Nexus Venture Partners,Series A,3074000,2020-11-30,2020,4
NimbusLabs_846,SaaS,MarTech,Kolkata,Accel,Series A,1260000,2024-09-28,2024,3
NimbusLabs_846,SaaS,MarTech,Kolkata,IFC,Series A,1260000,2024-09-28,2024,3
NimbusLabs_846,SaaS,MarTech,Kolkata,Nexus Venture Partners,Series A,1260000,2024-09-28,2024,3
HealthAnalytics,HealthTech,Pharmacy,Ahmedabad,Omidyar Network,Angel,99000,2023-04-14,2023,2
MediHive,AgriTech,Supply Chain,Chennai,LCatterton,Angel,23000,2021-05-19,2021,2
MediHive,AgriTech,Supply Chain,Chennai,Prosus Ventures,Angel,23000,2021-05-19,2021,2
GrowthFlow,RealEstate,PropTech,Chennai,Zodius Capital,Pre-Series A,394000,2025-03-17,2025,1
HyperLoop_850,Consumer Electronics,Smart Home,Kolkata,Omidyar Network,Series A,1199000,2025-05-10,2025,2
MediHive,FinTech,NeoBank,Kolkata,Bessemer Venture Partners,Seed,795000,2024-02-07,2024,1
MediHive,FinTech,NeoBank,Kolkata,LCatterton,Seed,795000,2024-02-07,2024,1
MediHive,FinTech,NeoBank,Kolkata,Nexus Venture Partners,Seed,795000,2024-02-07,2024,1
Postman,Retail,Fashion,Hyderabad,Peak XV,Seed,108000,2020-04-23,2020,2
Postman,Retail,Fashion,Hyderabad,Tiger Global,Seed,108000,2020-04-23,2020,2
Postman,Retail,Fashion,Hyderabad,Y Combinator,Seed,108000,2020-04-23,2020,2
FoodFit,EdTech,Coding Bootcamp,Mumbai,Kalaari Capital,Pre-Seed,158000,2021-03-02,2021,1
CoreConnect,Retail,Fashion,Delhi,LCatterton,Seed,107000,2022-10-02,2022,4
CoreConnect,Retail,Fashion,Delhi,Ventures India,Seed,107000,2022-10-02,2022,4
LogiSense,E-commerce,D2C,Noida,A91 Partners,Seed,101000,2022-07-01,2022,3
LogiSense,E-commerce,D2C,Noida,Mirae Asset,Seed,101000,2022-07-01,2022,3
Innovaccer,E-commerce,Fashion,Pune,Info Edge,Series A,1104000,2022-06-08,2022,2
Innovaccer,E-commerce,Fashion,Pune,SoftBank Vision Fund,Series A,1104000,2022-06-08,2022,2
Innovaccer,E-commerce,Fashion,Pune,Tiger Global,Series A,1104000,2022-06-08,2022,2
SmartMart,RealEstate,Rental Tech,Delhi,Accel,Angel,21000,2022-12-15,2022,4
SmartMart,RealEstate,Rental Tech,Delhi,Mirae Asset,Angel,21000,2022-12-15,2022,4
SmartMart,RealEstate,Rental Tech,Delhi,Ribbit Capital,Angel,21000,2022-12-15,2022,4
HealthRise,Consumer Electronics,Wearables,Delhi,Zodius Capital,Debt,3346000,2023-11-02,2023,4
DriveLoop,FinTech,NeoBank,Mumbai,Falcon Edge,Angel,6000,2022-11-17,2022,4
Flipkart,E-commerce,Fashion,Ahmedabad,Omidyar Network,Series C,163351000,2021-12-28,2021,4
AeroAnalytics_861,Media,Streaming,Kolkata,Kalaari Capital,Seed,266000,2021-01-08,2021,1
AeroAnalytics_861,Media,Streaming,Kolkata,Tiger Global,Seed,266000,2021-01-08,2021,1
Delhivery,SaaS,MarTech,Kolkata,Tiger Global,Series A,4137000,2021-06-26,2021,2
DataEdge,E-commerce,Grocery,Hyderabad,Falcon Edge,Growth,160008000,2020-08-05,2020,3
DataEdge,E-commerce,Grocery,Hyderabad,Sequoia Capital India,Growth,160008000,2020-08-05,2020,3
Porter,FinTech,Lending,Kolkata,Mirae Asset,Series A,2960000,2022-04-09,2022,2
Porter,FinTech,Lending,Kolkata,Omidyar Network,Series A,2960000,2022-04-09,2022,2
Porter,FinTech,Lending,Kolkata,Tiger Global,Series A,2960000,2022-04-09,2022,2
ShareChat,Media,Streaming,Chennai,Nexus Venture Partners,Series C,91037000,2020-06-28,2020,2
FinFoods,FinTech,Lending,Bengaluru,Ribbit Capital,Seed,89000,2023-08-21,2023,3
DriveEdge,Enterprise,Automation,Gurugram,Kalaari Capital,Seed,98000,2024-04-25,2024,2
DriveEdge,Enterprise,Automation,Gurugram,Nexus Venture Partners,Seed,98000,2024-04-25,2024,2
Porter,HealthTech,Diagnostics,Kolkata,IFC,Bridge,1201000,2022-08-23,2022,3
HomeMart,AgriTech,Smart Farming,Bengaluru,IFC,Seed,1639000,2020-07-29,2020,3
HomeMart,AgriTech,Smart Farming,Bengaluru,Info Edge,Seed,1639000,2020-07-29,2020,3
HomeMart,AgriTech,Smart Farming,Bengaluru,Kalaari Capital,Seed,1639000,2020-07-29,2020,3
NimbusLabs,AgriTech,Marketplace,Noida,Falcon Edge,Debt,1018000,2020-03-16,2020,1
NimbusLabs,AgriTech,Marketplace,Noida,Kalaari Capital,Debt,1018000,2020-03-16,2020,1
Myntra,EdTech,Test Prep,Noida,A91 Partners,Pre-Seed,37000,2023-03-26,2023,1
NextStack,FoodTech,Food Delivery,Mumbai,Kedaara Capital,Series A,5720000,2025-04-06,2025,2
NextStack,FoodTech,Food Delivery,Mumbai,Sequoia Capital India,Series A,5720000,2025-04-06,2025,2
NextStack,FoodTech,Food Delivery,Mumbai,Y Combinator,Series A,5720000,2025-04-06,2025,2
SmartTech,Consumer Electronics,Wearables,Kolkata,LCatterton,Seed,226000,2021-03-25,2021,1
SmartTech,Consumer Electronics,Wearables,Kolkata,SoftBank Vision Fund,Seed,226000,2021-03-25,2021,1
InMobi,HealthTech,Pharmacy,Chennai,Mirae Asset,Bridge,55000,2024-09-02,2024,3
InMobi,HealthTech,Pharmacy,Chennai,Ribbit Capital,Bridge,55000,2024-09-02,2024,3
InMobi,HealthTech,Pharmacy,Chennai,Y Combinator,Bridge,55000,2024-09-02,2024,3
BharatPe,AgriTech,Supply Chain,Hyderabad,Blume Ventures,Series B,7709000,2020-06-25,2020,2
BharatPe,AgriTech,Supply Chain,Hyderabad,Mirae Asset,Series B,7709000,2020-06-25,2020,2
NeoLabs,FoodTech,Food Delivery,Hyderabad,Tiger Global,Seed,701000,2023-02-14,2023,1
Licious,Logistics,Supply Chain,Delhi,Sequoia Capital India,Seed,568000,2024-10-26,2024,4
Licious,Logistics,Supply Chain,Delhi,Tiger Global,Seed,568000,2024-10-26,2024,4
Paytm,E-commerce,Grocery,Gurugram,Matrix Partners India,Seed,55000,2021-04-03,2021,2
Paytm,E-commerce,Grocery,Gurugram,SoftBank Vision Fund,Seed,55000,2021-04-03,2021,2
AgriFit,Retail,Fashion,Hyderabad,Accel,Angel,10000,2024-10-13,2024,4
AgriFit,Retail,Fashion,Hyderabad,IFC,Angel,10000,2024-10-13,2024,4
AgriFit,Retail,Fashion,Hyderabad,Omidyar Network,Angel,10000,2024-10-13,2024,4
Postman,Consumer Electronics,Wearables,Mumbai,IFC,Bridge,117000,2024-05-19,2024,2
Postman,Consumer Electronics,Wearables,Mumbai,Omidyar Network,Bridge,117000,2024-05-19,2024,2
Zomato,Enterprise,Automation,Bengaluru,Lightspeed India,Series A,6169000,2020-12-08,2020,4
Zomato,Enterprise,Automation,Bengaluru,Nexus Venture Partners,Series A,6169000,2020-12-08,2020,4
Zomato,Enterprise,Automation,Bengaluru,Y Combinator,Series A,6169000,2020-12-08,2020,4
Cars24,Media,Content,Noida,Blume Ventures,Series A,1055000,2024-11-17,2024,4
Mobikwik,SaaS,DevTools,Mumbai,Sequoia Capital India,Series D,63545000,2022-06-18,2022,2
Mobikwik,SaaS,DevTools,Mumbai,Ventures India,Series D,63545000,2022-06-18,2022,2
FarmBox,Mobility,Ride Sharing,Mumbai,Prosus Ventures,Seed,956000,2024-01-04,2024,1
FarmBox,Mobility,Ride Sharing,Mumbai,Y Combinator,Seed,956000,2024-01-04,2024,1
WorkPay,Mobility,EV,Gurugram,LCatterton,Seed,97000,2022-05-28,2022,2
ShareChat,FinTech,InsurTech,Delhi,Accel,Series C,117144000,2024-01-09,2024,1
ShareChat,FinTech,InsurTech,Delhi,Peak XV,Series C,117144000,2024-01-09,2024,1
HyperLabs,Retail,E-Retail,Chennai,Prosus Ventures,Seed,120000,2024-04-03,2024,2
WorkPay,FinTech,NeoBank,Hyderabad,IFC,Pre-Series A,126000,2024-12-19,2024,4
WorkPay,FinTech,NeoBank,Hyderabad,Kedaara Capital,Pre-Series A,126000,2024-12-19,2024,4
HyperLabs,FinTech,WealthTech,Noida,Kalaari Capital,Series A,1932000,2020-10-27,2020,4
HyperLabs,FinTech,WealthTech,Noida,LCatterton,Series A,1932000,2020-10-27,2020,4
HyperLabs,FinTech,WealthTech,Noida,Ribbit Capital,Series A,1932000,2020-10-27,2020,4
Ola,Media,Content,Chennai,Accel,Series C,141411000,2024-12-09,2024,4
WorkStack,Media,Streaming,Delhi,Lightspeed India,Series A,10148000,2023-01-12,2023,1
FreshTech,Retail,Fashion,Delhi,Matrix Partners India,Pre-Seed,135000,2024-12-28,2024,4
FreshTech,Retail,Fashion,Delhi,Omidyar Network,Pre-Seed,135000,2024-12-28,2024,4
Oyo,Media,Content,Noida,Matrix Partners India,Seed,216000,2020-05-02,2020,2
ClearDekho,SaaS,B2B SaaS,Bengaluru,Info Edge,Series C,122112000,2025-04-11,2025,2
MediHive,EdTech,K12,Pune,A91 Partners,Seed,107000,2023-09-27,2023,3
MediHive,EdTech,K12,Pune,Nexus Venture Partners,Seed,107000,2023-09-27,2023,3
MediHive,EdTech,K12,Pune,Y Combinator,Seed,107000,2023-09-27,2023,3
LogiMart,Mobility,Micro Mobility,Gurugram,Accel,Series C,44238000,2022-01-09,2022,1
LogiMart,Mobility,Micro Mobility,Gurugram,Kedaara Capital,Series C,44238000,2022-01-09,2022,1
Flipkart,E-commerce,Quick Commerce,Bengaluru,Accel,Pre-Series A,788000,2020-09-23,2020,3
Flipkart,E-commerce,Quick Commerce,Bengaluru,Lightspeed India,Pre-Series A,788000,2020-09-23,2020,3
CoreConnect,Mobility,EV,Hyderabad,Prosus Ventures,Series A,1036000,2023-07-27,2023,3
CoreConnect,Mobility,EV,Hyderabad,Tiger Global,Series A,1036000,2023-07-27,2023,3
NeoLabs,FoodTech,Cloud Kitchen,Delhi,Falcon Edge,Series A,1261000,2022-09-19,2022,3
NeoLabs,FoodTech,Cloud Kitchen,Delhi,Info Edge,Series A,1261000,2022-09-19,2022,3
NeoLabs,FoodTech,Cloud Kitchen,Delhi,Tiger Global,Series A,1261000,2022-09-19,2022,3
Housejoy,Media,Social,Kolkata,Peak XV,Series A,1756000,2024-03-08,2024,1
Nykaa,E-commerce,Grocery,Chennai,Elevation Capital,Seed,55000,2022-01-26,2022,1
Nykaa,E-commerce,Grocery,Chennai,Falcon Edge,Seed,55000,2022-01-26,2022,1
Housejoy,SaaS,HRTech,Pune,Bessemer Venture Partners,Seed,98000,2022-09-22,2022,3
SmartCare,FoodTech,Cloud Kitchen,Hyderabad,Zodius Capital,Private Equity,382861000,2021-03-17,2021,1
NeoLabs_904,Mobility,EV,Mumbai,A91 Partners,Growth,152047000,2022-05-05,2022,2
BlueSpace,Consumer Electronics,Smart Home,Ahmedabad,Ribbit Capital,Seed,1346000,2020-10-10,2020,4
BlueSpace,Consumer Electronics,Smart Home,Ahmedabad,Ventures India,Seed,1346000,2020-10-10,2020,4
EduMart,Media,Content,Mumbai,Kalaari Capital,Series C,182986000,2023-09-22,2023,3
EduMart,Media,Content,Mumbai,Matrix Partners India,Series C,182986000,2023-09-22,2023,3
AutoMart,FinTech,InsurTech,Hyderabad,Kedaara Capital,Series B,12899000,2024-11-08,2024,4
FreshTech,E-commerce,Grocery,Mumbai,A91 Partners,Seed,130000,2023-06-21,2023,2
FreshTech,E-commerce,Grocery,Mumbai,Tiger Global,Seed,130000,2023-06-21,2023,2
FinFoods,Mobility,Ride Sharing,Mumbai,Tiger Global,Series B,14327000,2022-12-25,2022,4
SkillSolutions,EdTech,Coding Bootcamp,Mumbai,Kalaari Capital,Series C,98917000,2023-05-27,2023,2
FarmFit,FinTech,WealthTech,Chennai,Matrix Partners India,Seed,134000,2020-02-19,2020,1
FarmFit,FinTech,WealthTech,Chennai,SoftBank Vision Fund,Seed,134000,2020-02-19,2020,1
Porter,E-commerce,Grocery,Delhi,Ventures India,Seed,500000,2021-01-09,2021,1
HyperLoop,FoodTech,Grocery,Delhi,Blume Ventures,Seed,226000,2025-05-22,2025,2
NimbusMart,E-commerce,D2C,Delhi,Y Combinator,Pre-Series A,356000,2021-10-25,2021,4
Housejoy,FinTech,Lending,Gurugram,Mirae Asset,Series C,65156000,2023-04-15,2023,2
ClearDekho,FoodTech,Cloud Kitchen,Hyderabad,Kalaari Capital,Seed,148000,2022-08-09,2022,3
ClearDekho,FoodTech,Cloud Kitchen,Hyderabad,Mirae Asset,Seed,148000,2022-08-09,2022,3
Freshworks,RealEstate,PropTech,Bengaluru,Matrix Partners India,Seed,1654000,2025-05-27,2025,2
Freshworks,RealEstate,PropTech,Bengaluru,Prosus Ventures,Seed,1654000,2025-05-27,2025,2
FreshSolutions,FoodTech,Food Delivery,Mumbai,Bessemer Venture Partners,Series D,290119000,2022-10-21,2022,4
SmartCare,HealthTech,Diagnostics,Noida,Info Edge,Bridge,84000,2025-05-22,2025,2
SmartCare,HealthTech,Diagnostics,Noida,Sequoia Capital India,Bridge,84000,2025-05-22,2025,2
SmartMart,AgriTech,Smart Farming,Delhi,Elevation Capital,Pre-Seed,148000,2025-03-26,2025,1
SmartMart,AgriTech,Smart Farming,Delhi,Matrix Partners India,Pre-Seed,148000,2025-03-26,2025,1
QuantumAnalytics,Enterprise,Automation,Gurugram,Tiger Global,Series A,3743000,2022-11-11,2022,4
CRED,Logistics,Last Mile,Chennai,Kedaara Capital,Series B,59720000,2024-08-27,2024,3
QuantumSolutions,EdTech,UpSkilling,Pune,Info Edge,Series B,45929000,2025-06-29,2025,2
QuantumSolutions,EdTech,UpSkilling,Pune,Matrix Partners India,Series B,45929000,2025-06-29,2025,2
QuantumSolutions,EdTech,UpSkilling,Pune,Tiger Global,Series B,45929000,2025-06-29,2025,2
DataHive,AgriTech,Smart Farming,Bengaluru,LCatterton,Angel,18000,2020-09-30,2020,3
DataHive,AgriTech,Smart Farming,Bengaluru,Omidyar Network,Angel,18000,2020-09-30,2020,3
DataHive,AgriTech,Smart Farming,Bengaluru,Sequoia Capital India,Angel,18000,2020-09-30,2020,3
MediSpace,FoodTech,Grocery,Kolkata,Bessemer Venture Partners,Series C,21255000,2023-01-07,2023,1
Dunzo,Mobility,Ride Sharing,Kolkata,Y Combinator,Series B,10531000,2021-12-23,2021,4
Dunzo,Mobility,Ride Sharing,Kolkata,Zodius Capital,Series B,10531000,2021-12-23,2021,4
EduTech,Retail,Fashion,Bengaluru,Info Edge,Seed,369000,2022-01-28,2022,1
HomeAnalytics,Retail,Grocery,Pune,Ribbit Capital,Seed,517000,2024-07-29,2024,3
HomeAnalytics,Retail,Grocery,Pune,Zodius Capital,Seed,517000,2024-07-29,2024,3
HomeAnalytics,Consumer Electronics,Wearables,Bengaluru,Kedaara Capital,Seed,129000,2025-01-26,2025,1
HomeAnalytics,Consumer Electronics,Wearables,Bengaluru,Lightspeed India,Seed,129000,2025-01-26,2025,1
AutoMart,Logistics,Fleet Management,Noida,Prosus Ventures,Series A,1458000,2023-02-04,2023,1
NoBroker,E-commerce,Grocery,Delhi,Peak XV,Series B,50620000,2020-09-17,2020,3
HomeFoods,Media,Content,Gurugram,Omidyar Network,Series D,482361000,2020-02-17,2020,1
HomeFoods,Media,Content,Gurugram,Prosus Ventures,Series D,482361000,2020-02-17,2020,1
AutoFlow_933,FoodTech,Grocery,Bengaluru,Kalaari Capital,Series D,167749000,2021-10-23,2021,4
AutoFlow_933,FoodTech,Grocery,Bengaluru,Zodius Capital,Series D,167749000,2021-10-23,2021,4
NeoTech,Consumer Electronics,Wearables,Pune,Elevation Capital,Series A,1592000,2020-03-30,2020,1
NeoTech,Consumer Electronics,Wearables,Pune,Kalaari Capital,Series A,1592000,2020-03-30,2020,1
NeoTech,Consumer Electronics,Wearables,Pune,Lightspeed India,Series A,1592000,2020-03-30,2020,1
EduMart,FoodTech,Cloud Kitchen,Pune,Tiger Global,Seed,137000,2023-03-17,2023,1
Zepto,Media,Content,Mumbai,SoftBank Vision Fund,Angel,5000,2021-02-07,2021,1
Byju's,RealEstate,Rental Tech,Mumbai,Omidyar Network,Pre-Seed,164000,2022-06-03,2022,2
WorkStack,EdTech,Test Prep,Kolkata,Zodius Capital,Seed,77000,2021-11-28,2021,4
FinSpace,Retail,Fashion,Ahmedabad,Info Edge,Series A,4765000,2020-07-14,2020,3
FinSpace,Retail,Fashion,Ahmedabad,Nexus Venture Partners,Series A,4765000,2020-07-14,2020,3
FinSpace,Retail,Fashion,Ahmedabad,Tiger Global,Series A,4765000,2020-07-14,2020,3
GreenMart,Enterprise,Automation,Mumbai,Omidyar Network,Series C,42009000,2020-05-06,2020,2
GreenMart,Enterprise,Automation,Mumbai,Tiger Global,Series C,42009000,2020-05-06,2020,2
Paytm,E-commerce,Quick Commerce,Bengaluru,Kalaari Capital,Series A,4485000,2021-08-26,2021,3
Paytm,E-commerce,Quick Commerce,Bengaluru,Ribbit Capital,Series A,4485000,2021-08-26,2021,3
Flipkart,EdTech,Test Prep,Kolkata,IFC,Pre-Series A,448000,2024-06-16,2024,2
Flipkart,EdTech,Test Prep,Kolkata,Ribbit Capital,Pre-Series A,448000,2024-06-16,2024,2
BlueSpace,RealEstate,PropTech,Kolkata,Accel,Series A,9459000,2023-04-18,2023,2
UrbanStack,E-commerce,Grocery,Gurugram,Falcon Edge,Angel,9000,2020-09-15,2020,3
UrbanStack,E-commerce,Grocery,Gurugram,Mirae Asset,Angel,9000,2020-09-15,2020,3
UrbanStack,E-commerce,Grocery,Gurugram,Y Combinator,Angel,9000,2020-09-15,2020,3
Ola,HealthTech,Diagnostics,Delhi,SoftBank Vision Fund,Series C,20605000,2020-05-03,2020,2
DriveEdge,RealEstate,Home Services,Hyderabad,Nexus Venture Partners,Series A,1449000,2023-01-13,2023,1
FreshTech,Logistics,Supply Chain,Bengaluru,Matrix Partners India,Series A,11442000,2023-09-08,2023,3
FreshTech,Logistics,Supply Chain,Bengaluru,Nexus Venture Partners,Series A,11442000,2023-09-08,2023,3
FreshTech,Logistics,Supply Chain,Bengaluru,Zodius Capital,Series A,11442000,2023-09-08,2023,3
Udaan,FoodTech,Food Delivery,Gurugram,Bessemer Venture Partners,Bridge,1256000,2023-08-04,2023,3
DataHive,Consumer Electronics,Smart Home,Kolkata,A91 Partners,Series A,5042000,2021-11-09,2021,4
DataHive,Consumer Electronics,Smart Home,Kolkata,SoftBank Vision Fund,Series A,5042000,2021-11-09,2021,4
Delhivery,FoodTech,Food Delivery,Delhi,Mirae Asset,Seed,458000,2024-11-29,2024,4
Rapido,RealEstate,PropTech,Gurugram,Mirae Asset,Series A,6055000,2021-03-12,2021,1
FreshBox,FoodTech,Cloud Kitchen,Chennai,Sequoia Capital India,Seed,95000,2020-01-14,2020,1
Licious,FinTech,NeoBank,Mumbai,Ribbit Capital,Seed,1459000,2022-06-20,2022,2
ShareChat,FinTech,Payments,Gurugram,LCatterton,Seed,234000,2020-12-22,2020,4
NoBroker,SaaS,DevTools,Delhi,LCatterton,Seed,205000,2020-12-26,2020,4
DataAnalytics,HealthTech,Health Analytics,Mumbai,Info Edge,Seed,339000,2021-03-06,2021,1
Nykaa,Retail,Grocery,Delhi,IFC,Bridge,59000,2025-06-24,2025,2
Byju's,E-commerce,Marketplace,Delhi,Y Combinator,Series C,31376000,2021-01-27,2021,1
DriveLoop,EdTech,Test Prep,Ahmedabad,Elevation Capital,Series A,7379000,2024-10-15,2024,4
DriveLoop,EdTech,Test Prep,Ahmedabad,Nexus Venture Partners,Series A,7379000,2024-10-15,2024,4
LogiMart_960,Retail,Grocery,Delhi,LCatterton,Series D,60502000,2025-06-06,2025,2
LogiMart_960,Retail,Grocery,Delhi,Lightspeed India,Series D,60502000,2025-06-06,2025,2
HealthRise,Retail,Fashion,Ahmedabad,Ribbit Capital,Seed,463000,2022-11-07,2022,4
HealthRise,Retail,Fashion,Ahmedabad,Ventures India,Seed,463000,2022-11-07,2022,4
NimbusWorks,Consumer Electronics,Audio,Pune,Mirae Asset,Series B,9872000,2022-12-12,2022,4
NimbusWorks,Consumer Electronics,Audio,Pune,Peak XV,Series B,9872000,2022-12-12,2022,4
FoodFit,Retail,Fashion,Bengaluru,Info Edge,Seed,210000,2025-01-06,2025,1
FinSpace,Logistics,Supply Chain,Chennai,Matrix Partners India,Series A,2185000,2025-03-30,2025,1
WorkFit,E-commerce,D2C,Kolkata,Falcon Edge,Series A,2620000,2021-04-16,2021,2
WorkFit,E-commerce,D2C,Kolkata,Tiger Global,Series A,2620000,2021-04-16,2021,2
BlueSpace,Consumer Electronics,Wearables,Chennai,Elevation Capital,Pre-Series A,524000,2022-10-15,2022,4
GrowthFlow,EdTech,UpSkilling,Mumbai,Zodius Capital,Pre-Series A,198000,2020-06-17,2020,2
HealthRise,EdTech,Test Prep,Mumbai,Lightspeed India,Seed,404000,2020-03-19,2020,1
FreshBox,Media,Streaming,Hyderabad,Tiger Global,Seed,289000,2023-05-22,2023,2
Swiggy,FinTech,WealthTech,Hyderabad,Peak XV,Series C,120661000,2024-05-22,2024,2
Swiggy,FinTech,WealthTech,Hyderabad,Zodius Capital,Series C,120661000,2024-05-22,2024,2
UrbanStack,Mobility,Ride Sharing,Chennai,Lightspeed India,Seed,1584000,2024-01-21,2024,1
UrbanStack,Mobility,Ride Sharing,Chennai,Matrix Partners India,Seed,1584000,2024-01-21,2024,1
UrbanStack,Mobility,Ride Sharing,Chennai,Omidyar Network,Seed,1584000,2024-01-21,2024,1
InMobi,Media,Content,Pune,Info Edge,Series C,145412000,2021-10-03,2021,4
SkillRise,Consumer Electronics,Smart Home,Bengaluru,Elevation Capital,Pre-Series A,164000,2023-03-28,2023,1
MediSpace,RealEstate,Home Services,Pune,Prosus Ventures,Seed,56000,2022-05-21,2022,2
MediSpace,RealEstate,Home Services,Pune,Ventures India,Seed,56000,2022-05-21,2022,2
Delhivery,SaaS,B2B SaaS,Ahmedabad,Nexus Venture Partners,Series C,40689000,2025-03-03,2025,1
FreshBox,Retail,Fashion,Ahmedabad,Kalaari Capital,Series A,5010000,2022-03-11,2022,1
FreshBox,Retail,Fashion,Ahmedabad,Lightspeed India,Series A,5010000,2022-03-11,2022,1
AeroHub,E-commerce,D2C,Ahmedabad,Accel,Bridge,60000,2023-08-01,2023,3
Zomato,RealEstate,Rental Tech,Delhi,Blume Ventures,Pre-Seed,63000,2023-11-12,2023,4
Zomato,RealEstate,Rental Tech,Delhi,Mirae Asset,Pre-Seed,63000,2023-11-12,2023,4
CRED,FoodTech,Food Delivery,Gurugram,Tiger Global,Seed,452000,2023-09-12,2023,3
MediSpace,Enterprise,Security,Chennai,Falcon Edge,Seed,172000,2020-08-14,2020,3
