Startup,Industry,SubVertical,City,Investors,InvestmentType,InvestmentAmount_USD,Date,Year,Quarter,Log_Amount,Stage_Group
BigBasket,Consumer Electronics,Wearables,Chennai,SoftBank Vision Fund,Series A,6758000,2022-09-11,2022,3,6.829818187438877,Growth
CoreSpace,EdTech,Test Prep,Bengaluru,"Kalaari Capital, Y Combinator",Growth,574676000,2024-02-04,2024,1,8.75942306021842,Late
AutoMart,SaaS,MarTech,Kolkata,Kalaari Capital,Seed,97000,2023-04-19,2023,2,4.986771734266245,Early
GrowthConnect,E-commerce,Fashion,Ahmedabad,"Bessemer Venture Partners, Peak XV",Seed,406000,2024-04-11,2024,2,5.608526033577194,Early
NextFlow,Consumer Electronics,Smart Home,Pune,"Peak XV, Ventures India",Series B,63289000,2023-08-26,2023,3,7.801328233644006,Growth
HomeMart,Enterprise,Security,Bengaluru,Matrix Partners India,Series B,5493000,2023-08-14,2023,3,6.739809599021359,Growth
AutoFlow,HealthTech,Pharmacy,Gurugram,"Bessemer Venture Partners, Sequoia Capital India, Zodius Capital",Series A,6610000,2025-05-03,2025,2,6.820201459485641,Growth
AeroHub,AgriTech,Supply Chain,Noida,"Blume Ventures, Info Edge",Angel,12000,2024-11-29,2024,4,4.079181246047625,Early
Oyo,Mobility,Micro Mobility,Chennai,"Peak XV, Ventures India",Series A,12223000,2024-02-12,2024,1,7.087177811761157,Growth
Unacademy,E-commerce,Grocery,Pune,"Kedaara Capital, Lightspeed India, Ventures India",Series C,277385000,2021-07-04,2021,3,8.443082972262271,Late
MediHive,Enterprise,Security,Bengaluru,"Elevation Capital, Kalaari Capital",Seed,1628000,2024-05-03,2024,2,6.211654400553183,Early
Paytm,HealthTech,Diagnostics,Pune,Mirae Asset,Seed,288000,2020-10-02,2020,4,5.459392487759231,Early
AeroAnalytics,Consumer Electronics,Smart Home,Gurugram,"Blume Ventures, Matrix Partners India, Ventures India",Seed,1202000,2020-04-30,2020,2,6.07990446766672,Early
Freshworks,Consumer Electronics,Smart Home,Ahmedabad,Accel,Seed,1127000,2023-07-27,2023,3,6.051923916046107,Early
WorkFit,Logistics,Last Mile,Pune,"Mirae Asset, Ventures India",Pre-Seed,42000,2021-04-25,2021,2,4.623249290397901,Early
MediSpace_1029,Retail,E-Retail,Ahmedabad,Lightspeed India,Series C,188760000,2020-03-26,2020,1,8.275909968670911,Late
MediHive,Mobility,EV,Kolkata,"Info Edge, Y Combinator",Series A,1105000,2021-11-21,2021,4,6.04336227802113,Growth
DataHive,Enterprise,Analytics,Pune,"Tiger Global, Y Combinator",Series B,26119000,2022-02-14,2022,1,7.4169565453903425,Growth
FreshBox,FinTech,InsurTech,Chennai,Sequoia Capital India,Series B,9461000,2024-12-23,2024,4,6.97593704248311,Growth
NeoTech,Logistics,Fleet Management,Gurugram,"Kalaari Capital, Mirae Asset, Prosus Ventures",Pre-Series A,132000,2023-06-20,2023,2,5.12057393120585,Early
FinFoods_1034,RealEstate,Home Services,Bengaluru,Tiger Global,Series B,6189000,2024-11-23,2024,4,6.791620482692814,Growth
NeoSense,EdTech,Coding Bootcamp,Chennai,Y Combinator,Series B,34466000,2024-06-14,2024,2,7.537390883676905,Growth
FarmBox,Enterprise,Automation,Mumbai,"Lightspeed India, Nexus Venture Partners",Series B,12830000,2021-08-24,2021,3,7.108226656374929,Growth
ClearDekho,FinTech,Lending,Kolkata,"Mirae Asset, Tiger Global",Series C,142371000,2021-09-09,2021,3,8.153421535490452,Late
EduMart,Consumer Electronics,Smart Home,Noida,Ventures India,Seed,64000,2021-03-09,2021,1,4.8061799739838875,Early
Unacademy,E-commerce,Fashion,Bengaluru,LCatterton,Seed,160000,2025-03-17,2025,1,5.204119982655925,Early
QuantumSolutions,Logistics,Fleet Management,Kolkata,Prosus Ventures,Bridge,366000,2023-10-05,2023,4,5.563481085394411,Other
NeoLabs,Media,Content,Gurugram,"SoftBank Vision Fund, Tiger Global",Angel,53000,2024-04-18,2024,2,4.724275869600789,Early
QuantumAnalytics,Retail,Fashion,Chennai,Nexus Venture Partners,Series C,47415000,2021-04-02,2021,2,7.675915754895261,Late
Unacademy,E-commerce,Quick Commerce,Pune,Ventures India,Series B,28354000,2025-04-03,2025,2,7.452614335023878,Growth
Porter,AgriTech,Smart Farming,Delhi,"A91 Partners, Sequoia Capital India",Series D,384546000,2025-05-07,2025,2,8.584948298236922,Late
HealthWorks,EdTech,Coding Bootcamp,Chennai,"Nexus Venture Partners, Peak XV, Prosus Ventures",Seed,485000,2022-01-17,2022,1,5.685741738602264,Early
HomeAnalytics,FinTech,NeoBank,Kolkata,Zodius Capital,Seed,118000,2024-07-29,2024,3,5.071882007306125,Early
Chargebee,RealEstate,Home Services,Delhi,"Bessemer Venture Partners, Kedaara Capital, Prosus Ventures",Series A,1068000,2020-10-25,2020,4,6.0285712526925375,Growth
FoodLoop,Media,Social,Hyderabad,"Mirae Asset, Zodius Capital",Debt,22303000,2023-12-17,2023,4,7.3483632843851865,Other
NimbusLabs,FoodTech,Cloud Kitchen,Pune,IFC,Seed,54000,2024-01-07,2024,1,4.732393759822968,Early
Zepto,Media,Streaming,Bengaluru,IFC,Angel,69000,2024-05-08,2024,2,4.838849090737256,Early
DriveFit,Enterprise,Automation,Delhi,"Prosus Ventures, SoftBank Vision Fund",Debt,2677000,2023-01-27,2023,1,6.427648371186932,Other
NextFlow,FoodTech,Cloud Kitchen,Noida,"A91 Partners, Kedaara Capital, LCatterton",Series B,67565000,2021-08-01,2021,3,7.829721781101162,Growth
Wakefit,HealthTech,Pharmacy,Ahmedabad,"Elevation Capital, Omidyar Network, Prosus Ventures",Growth,411602000,2020-04-20,2020,2,8.614477476359719,Late
Ola,Media,Content,Hyderabad,Bessemer Venture Partners,Angel,99000,2021-03-05,2021,1,4.99563519459755,Early
BlueRise,FinTech,WealthTech,Ahmedabad,Y Combinator,Seed,182000,2024-05-27,2024,2,5.260071387985075,Early
DriveLoop,HealthTech,Telemedicine,Mumbai,Peak XV,Pre-Series A,585000,2022-08-28,2022,3,5.76715586608218,Early
Housejoy,Mobility,Micro Mobility,Pune,Ribbit Capital,Series A,2970000,2025-06-09,2025,2,6.472756449317212,Growth
CoreConnect,E-commerce,Marketplace,Chennai,"Peak XV, Ribbit Capital",Series A,3668000,2023-11-09,2023,4,6.564429326997984,Growth
UrbanSolutions,Retail,Fashion,Mumbai,"Info Edge, Ribbit Capital, Y Combinator",Series C,109404000,2024-11-06,2024,4,8.03903320084723,Late
MediSpace,E-commerce,Quick Commerce,Kolkata,"Lightspeed India, Omidyar Network",Series B,56361000,2025-02-03,2025,1,7.75097869009078,Growth
GrowthCare,Media,Social,Ahmedabad,"Elevation Capital, Kedaara Capital, Nexus Venture Partners",Seed,1886000,2022-09-18,2022,3,6.27554168840131,Early
NeoSense_1062,Enterprise,Automation,Delhi,Kalaari Capital,Pre-Series A,587000,2023-12-06,2023,4,5.768638101247615,Early
NeoLabs_1063,Enterprise,Automation,Noida,"Nexus Venture Partners, Tiger Global, Ventures India",Series B,15923000,2024-06-06,2024,2,7.202024895104038,Growth
Housejoy,HealthTech,Diagnostics,Bengaluru,Nexus Venture Partners,Series A,3130000,2024-06-27,2024,2,6.495544337546448,Growth
FreshSolutions,RealEstate,PropTech,Mumbai,Accel,Series A,7370000,2024-10-09,2024,4,6.867467487859051,Growth
NeoTech,SaaS,DevTools,Chennai,Matrix Partners India,Bridge,121000,2023-09-09,2023,3,5.08278537031645,Other
FarmFit,Mobility,EV,Noida,"Falcon Edge, Kedaara Capital",Series A,1349000,2023-03-27,2023,1,6.130011949671904,Growth
AgriFit,Mobility,Ride Sharing,Mumbai,Sequoia Capital India,Series B,13365000,2020-04-01,2020,2,7.125968963092556,Growth
SmartCare,Enterprise,Analytics,Delhi,"Nexus Venture Partners, Y Combinator",Series A,2177000,2021-03-18,2021,1,6.337858429041094,Growth
Innovaccer,E-commerce,Grocery,Hyderabad,Kalaari Capital,Seed,149000,2023-08-23,2023,3,5.173186268412274,Early
WorkFit,RealEstate,Home Services,Delhi,"Kedaara Capital, Tiger Global, Ventures India",Series A,1883000,2020-05-24,2020,2,6.2748503200166645,Growth
CloudLabs,AgriTech,Marketplace,Noida,SoftBank Vision Fund,Series A,1121000,2022-05-09,2022,2,6.0496056125949735,Growth
DriveEdge,AgriTech,Supply Chain,Mumbai,Prosus Ventures,Seed,53000,2022-12-24,2022,4,4.724275869600789,Early
Freshworks,E-commerce,D2C,Mumbai,Nexus Venture Partners,Pre-Series A,972000,2021-11-14,2021,4,5.987666264926275,Early
Zepto,Logistics,Last Mile,Mumbai,Y Combinator,Pre-Series A,268000,2025-06-07,2025,2,5.4281347940287885,Early
Zomato,Retail,E-Retail,Delhi,Omidyar Network,Series A,2831000,2024-11-28,2024,4,6.451939869365103,Growth
NeoLabs,SaaS,HRTech,Noida,Blume Ventures,Seed,613000,2020-07-21,2020,3,5.787460474518415,Early
UrbanDrive,Retail,Fashion,Noida,"Mirae Asset, Nexus Venture Partners",Series A,1806000,2024-12-11,2024,4,6.256717745977487,Growth
MediSpace,Media,Social,Delhi,"LCatterton, Matrix Partners India, Ribbit Capital",Seed,1663000,2023-03-08,2023,1,6.220892249219519,Early
Nykaa,Media,Social,Ahmedabad,Info Edge,Pre-Series A,611000,2022-07-26,2022,3,5.786041210242554,Early
AgriFit,Mobility,EV,Hyderabad,"Elevation Capital, IFC, Zodius Capital",Bridge,70000,2022-12-02,2022,4,4.845098040014257,Other
Unacademy,Logistics,Supply Chain,Pune,Tiger Global,Series D,130783000,2023-07-23,2023,3,8.116551295318398,Late
MediWorks,HealthTech,Telemedicine,Mumbai,"Sequoia Capital India, Zodius Capital",Series B,57218000,2023-02-08,2023,1,7.757532673389831,Growth
Innovaccer,RealEstate,Rental Tech,Delhi,"Kedaara Capital, LCatterton, Tiger Global",Series A,12915000,2022-11-20,2022,4,7.111094410509336,Growth
CoreConnect_1085,EdTech,Test Prep,Chennai,Matrix Partners India,Series B,18272000,2024-03-15,2024,1,7.261786086565754,Growth
Razorpay,AgriTech,Smart Farming,Delhi,"Blume Ventures, LCatterton",Series B,27390000,2024-12-11,2024,4,7.437592032253962,Growth
Mobikwik,Enterprise,Analytics,Noida,"Blume Ventures, Mirae Asset",Pre-Series A,147000,2020-04-14,2020,2,5.1673173347481764,Early
FreshToHome,SaaS,DevTools,Noida,Elevation Capital,Series D,489935000,2024-10-22,2024,4,8.690138465714574,Late
AgriHive,EdTech,Test Prep,Ahmedabad,Peak XV,Pre-Series A,170000,2025-03-05,2025,1,5.230448921378274,Early
GrowthConnect,AgriTech,Smart Farming,Bengaluru,"SoftBank Vision Fund, Y Combinator",Pre-Series A,876000,2023-06-14,2023,2,5.942504106168081,Early
MediHive,Media,Social,Chennai,"Accel, Mirae Asset",Pre-Series A,446000,2020-07-26,2020,3,5.649334858712142,Early
HyperLoop,Consumer Electronics,Audio,Delhi,Mirae Asset,Series C,103701000,2021-05-27,2021,2,8.015782944358067,Late
NimbusWorks,FoodTech,Cloud Kitchen,Noida,"Info Edge, Prosus Ventures",Series C,80168000,2020-08-10,2020,3,7.904001049123167,Late
FinSense,FoodTech,Cloud Kitchen,Pune,Accel,Private Equity,170086000,2023-12-23,2023,4,8.230668567739723,Late
HealthAnalytics_1095,FoodTech,Food Delivery,Pune,"Lightspeed India, Mirae Asset, Prosus Ventures",Angel,8000,2020-11-24,2020,4,3.9030899869919438,Early
NextStack,Consumer Electronics,Smart Home,Kolkata,SoftBank Vision Fund,Series C,36336000,2024-01-02,2024,1,7.56033711687566,Late
FoodFit,Media,Content,Delhi,Nexus Venture Partners,Seed,99000,2020-08-08,2020,3,4.99563519459755,Early
FoodSolutions,Retail,Fashion,Gurugram,Info Edge,Seed,887000,2024-08-26,2024,3,5.947923619831727,Early
MediSpace,Logistics,Supply Chain,Kolkata,Ribbit Capital,Seed,182000,2022-05-28,2022,2,5.260071387985075,Early
